G,Date,Start (ET),Opponent,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,Result,Team,TeamAbbr,Scraped_Date,Location,Home,gameLocation
14,2024-11-17,7:00p,Oklahoma City Thunder,121.0,119.0,7,7,W 2,18203,2:33,,W,Dallas Mavericks,DAL,2025-03-11,@,False,0.0
15,2024-11-19,8:30p,New Orleans Pelicans,132.0,91.0,8,7,W 3,20077,2:08,In-Season Tournament,W,Dallas Mavericks,DAL,2025-03-11,,True,1.0
16,2024-11-22,10:00p,Denver Nuggets,123.0,120.0,9,7,W 4,19923,2:29,In-Season Tournament,W,Dallas Mavericks,DAL,2025-03-11,@,False,0.0
17,2024-11-24,6:00p,Miami Heat,118.0,123.0,9,8,L 1,19714,2:30,,L,Dallas Mavericks,DAL,2025-03-11,@,False,0.0
18,2024-11-25,7:30p,Atlanta Hawks,129.0,119.0,10,8,W 1,17186,2:07,,W,Dallas Mavericks,DAL,2025-03-11,@,False,0.0
19,2024-11-27,7:30p,New York Knicks,129.0,114.0,11,8,W 2,20413,2:17,,W,Dallas Mavericks,DAL,2025-03-11,,True,1.0
20,2024-11-30,9:30p,Utah Jazz,106.0,94.0,12,8,W 3,18175,2:04,,W,Dallas Mavericks,DAL,2025-03-11,@,False,0.0
21,2024-12-01,9:00p,Portland Trail Blazers,137.0,131.0,13,8,W 4,16205,2:11,,W,Dallas Mavericks,DAL,2025-03-11,,True,1.0
22,2024-12-03,8:30p,Memphis Grizzlies,121.0,116.0,14,8,W 5,20277,2:35,In-Season Tournament,W,Dallas Mavericks,DAL,2025-03-11,@,False,0.0
23,2024-12-05,7:00p,Washington Wizards,137.0,101.0,15,8,W 6,15921,2:08,,W,Dallas Mavericks,DAL,2025-03-11,@,False,0.0
24,2024-12-07,7:30p,Toronto Raptors,125.0,118.0,16,8,W 7,19625,2:11,,W,Dallas Mavericks,DAL,2025-03-11,@,False,0.0
25,2024-12-10,9:30p,Oklahoma City Thunder,104.0,118.0,16,9,L 1,17724,2:08,In-Season Tournament,L,Dallas Mavericks,DAL,2025-03-11,@,False,0.0
26,2024-12-15,8:30p,Golden State Warriors,143.0,133.0,17,9,W 1,18064,2:14,,W,Dallas Mavericks,DAL,2025-03-11,,True,1.0
27,2024-12-19,8:30p,Los Angeles Clippers,95.0,118.0,17,10,L 1,20044,2:14,,L,Dallas Mavericks,DAL,2025-03-11,,True,1.0
28,2024-12-21,8:30p,Los Angeles Clippers,113.0,97.0,18,10,W 1,20102,2:10,,W,Dallas Mavericks,DAL,2025-03-11,,True,1.0
29,2024-12-23,8:30p,Portland Trail Blazers,132.0,108.0,19,10,W 2,20225,2:15,,W,Dallas Mavericks,DAL,2025-03-11,,True,1.0
30,2024-12-25,2:30p,Minnesota Timberwolves,99.0,105.0,19,11,L 1,20341,2:20,,L,Dallas Mavericks,DAL,2025-03-11,@,False,0.0
31,2024-12-27,9:00p,Phoenix Suns,98.0,89.0,20,11,W 1,17071,2:20,,W,Dallas Mavericks,DAL,2025-03-11,@,False,0.0
32,2024-12-28,10:00p,Portland Trail Blazers,122.0,126.0,20,12,L 1,19335,2:17,,L,Dallas Mavericks,DAL,2025-03-11,@,False,0.0
33,2024-12-30,10:00p,Sacramento Kings,100.0,110.0,20,13,L 2,16844,2:19,,L,Dallas Mavericks,DAL,2025-03-11,@,False,0.0
34,2025-01-01,8:00p,Houston Rockets,99.0,110.0,20,14,L 3,18055,2:17,,L,Dallas Mavericks,DAL,2025-03-11,,True,1.0
35,2025-01-03,8:30p,Cleveland Cavaliers,122.0,134.0,20,15,L 4,20231,2:10,,L,Dallas Mavericks,DAL,2025-03-11,@,False,0.0
36,2025-01-06,8:00p,Memphis Grizzlies,104.0,119.0,20,16,L 5,16412,2:12,,L,Dallas Mavericks,DAL,2025-03-11,,True,1.0
37,2025-01-07,7:30p,Los Angeles Lakers,118.0,97.0,21,16,W 1,20126,2:09,,W,Dallas Mavericks,DAL,2025-03-11,,True,1.0
38,2025-01-09,7:30p,Portland Trail Blazers,117.0,111.0,22,16,W 2,19241,2:15,,W,Dallas Mavericks,DAL,2025-03-11,,True,1.0
39,2025-01-12,3:00p,Denver Nuggets,101.0,112.0,22,17,L 1,20031,2:12,,L,Dallas Mavericks,DAL,2025-03-11,,True,1.0
40,2025-01-14,9:30p,Denver Nuggets,99.0,118.0,22,18,L 2,19798,2:17,,L,Dallas Mavericks,DAL,2025-03-11,@,False,0.0
41,2025-01-15,8:00p,New Orleans Pelicans,116.0,119.0,22,19,L 3,16488,2:13,,L,Dallas Mavericks,DAL,2025-03-11,@,False,0.0
42,2025-01-17,8:30p,Oklahoma City Thunder,106.0,98.0,23,19,W 1,20311,2:31,,W,Dallas Mavericks,DAL,2025-03-11,,True,1.0
43,2025-01-20,12:00p,Charlotte Hornets,105.0,110.0,23,20,L 1,19314,2:21,,L,Dallas Mavericks,DAL,2025-03-11,@,False,0.0
44,2025-01-22,7:30p,Minnesota Timberwolves,114.0,115.0,23,21,L 2,20025,2:30,,L,Dallas Mavericks,DAL,2025-03-11,,True,1.0
45,2025-01-23,8:00p,Oklahoma City Thunder,121.0,115.0,24,21,W 1,18203,2:31,,W,Dallas Mavericks,DAL,2025-03-11,,True,1.0
46,2025-01-25,5:30p,Boston Celtics,107.0,122.0,24,22,L 1,20421,2:27,,L,Dallas Mavericks,DAL,2025-03-11,@,False,0.0
47,2025-01-27,8:30p,Washington Wizards,130.0,108.0,25,22,W 1,20031,1:59,,W,Dallas Mavericks,DAL,2025-03-11,@,False,0.0
48,2025-01-29,8:00p,New Orleans Pelicans,137.0,136.0,26,22,W 2,15656,2:14,,W,Dallas Mavericks,DAL,2025-03-11,@,False,0.0
49,2025-01-31,7:00p,Detroit Pistons,102.0,117.0,26,23,L 1,20062,2:06,,L,Dallas Mavericks,DAL,2025-03-11,@,False,0.0
50,2025-02-02,3:30p,Cleveland Cavaliers,101.0,144.0,26,24,L 2,19432,1:59,,L,Dallas Mavericks,DAL,2025-03-11,@,False,0.0
51,2025-02-04,7:00p,Philadelphia 76ers,116.0,118.0,26,25,L 3,19756,2:17,,L,Dallas Mavericks,DAL,2025-03-11,,True,1.0
52,2025-02-06,7:30p,Boston Celtics,127.0,120.0,27,25,W 1,19156,2:09,,W,Dallas Mavericks,DAL,2025-03-11,,True,1.0
53,2025-02-08,3:00p,Houston Rockets,116.0,105.0,28,25,W 2,20303,2:25,,W,Dallas Mavericks,DAL,2025-03-11,,True,1.0
54,2025-02-10,8:30p,Sacramento Kings,128.0,129.0,28,26,L 1,19726,2:33,,L,Dallas Mavericks,DAL,2025-03-11,,True,1.0
55,2025-02-12,9:30p,Golden State Warriors,111.0,107.0,29,26,W 1,20311,2:29,,W,Dallas Mavericks,DAL,2025-03-11,,True,1.0
56,2025-02-13,8:30p,Miami Heat,118.0,113.0,30,26,W 2,19935,2:11,,W,Dallas Mavericks,DAL,2025-03-11,@,False,0.0
57,2025-02-21,8:30p,New Orleans Pelicans,111.0,103.0,31,26,W 3,20125,2:15,,W,Dallas Mavericks,DAL,2025-03-11,@,False,0.0
58,2025-02-23,3:30p,Golden State Warriors,102.0,126.0,31,27,L 1,18064,2:15,,L,Dallas Mavericks,DAL,2025-03-11,,True,1.0
59,2025-02-25,10:00p,Los Angeles Lakers,99.0,107.0,31,28,L 2,18997,2:16,,L,Dallas Mavericks,DAL,2025-03-11,,True,1.0
60,2025-02-27,8:30p,Charlotte Hornets,103.0,96.0,32,28,W 1,20009,2:08,,W,Dallas Mavericks,DAL,2025-03-11,,True,1.0
61,2025-03-01,8:30p,Milwaukee Bucks,117.0,132.0,32,29,L 1,20272,2:16,,L,Dallas Mavericks,DAL,2025-03-11,,True,1.0
62,2025-03-03,8:30p,Sacramento Kings,98.0,122.0,32,30,L 2,19711,2:05,,L,Dallas Mavericks,DAL,2025-03-11,,True,1.0
63,2025-03-05,8:00p,Milwaukee Bucks,107.0,137.0,32,31,L 3,17341,1:55,,L,Dallas Mavericks,DAL,2025-03-11,@,False,0.0
64,2025-03-07,7:30p,Memphis Grizzlies,111.0,122.0,32,32,L 4,20010,2:12,,L,Dallas Mavericks,DAL,2025-03-11,@,False,0.0
65,2025-03-09,3:30p,Phoenix Suns,116.0,125.0,32,33,L 5,20013,2:05,,L,Dallas Mavericks,DAL,2025-03-11,@,False,0.0
66,2025-03-10,8:30p,San Antonio Spurs,133.0,129.0,33,33,W 1,17735,2:16,,W,Dallas Mavericks,DAL,2025-03-11,,True,1.0
67,2025-03-12,8:00p,San Antonio Spurs,,,,,,,,,,Dallas Mavericks,DAL,2025-03-11,@,False,0.0
68,2025-03-14,8:00p,Houston Rockets,,,,,,,,,,Dallas Mavericks,DAL,2025-03-11,,True,1.0
69,2025-03-16,1:00p,Philadelphia 76ers,,,,,,,,,,Dallas Mavericks,DAL,2025-03-11,@,False,0.0
70,2025-03-19,7:00p,Indiana Pacers,,,,,,,,,,Dallas Mavericks,DAL,2025-03-11,@,False,0.0
71,2025-03-21,8:30p,Detroit Pistons,,,,,,,,,,Dallas Mavericks,DAL,2025-03-11,@,False,0.0
72,2025-03-24,7:30p,Brooklyn Nets,,,,,,,,,,Dallas Mavericks,DAL,2025-03-11,@,False,0.0
73,2025-03-25,7:30p,New York Knicks,,,,,,,,,,Dallas Mavericks,DAL,2025-03-11,,True,1.0
74,2025-03-27,7:00p,Orlando Magic,,,,,,,,,,Dallas Mavericks,DAL,2025-03-11,,True,1.0
75,2025-03-29,8:00p,Chicago Bulls,,,,,,,,,,Dallas Mavericks,DAL,2025-03-11,@,False,0.0
76,2025-03-31,8:30p,Brooklyn Nets,,,,,,,,,,Dallas Mavericks,DAL,2025-03-11,@,False,0.0
77,2025-04-02,8:30p,Atlanta Hawks,,,,,,,,,,Dallas Mavericks,DAL,2025-03-11,,True,1.0
78,2025-04-04,10:30p,Los Angeles Clippers,,,,,,,,,,Dallas Mavericks,DAL,2025-03-11,,True,1.0
79,2025-04-05,10:30p,Los Angeles Clippers,,,,,,,,,,Dallas Mavericks,DAL,2025-03-11,@,False,0.0
80,2025-04-09,7:30p,Los Angeles Lakers,,,,,,,,,,Dallas Mavericks,DAL,2025-03-11,,True,1.0
81,2025-04-11,8:30p,Toronto Raptors,,,,,,,,,,Dallas Mavericks,DAL,2025-03-11,,True,1.0
82,2025-04-13,3:30p,Memphis Grizzlies,,,,,,,,,,Dallas Mavericks,DAL,2025-03-11,,True,1.0
G,,Start (ET),Opponent,,,W,L,Streak,Attend.,LOG,Notes,,Dallas Mavericks,DAL,2025-03-11,@,False,0.0
G,,Start (ET),Opponent,,,W,L,Streak,Attend.,LOG,Notes,,Dallas Mavericks,DAL,2025-03-11,,True,1.0
G,,Start (ET),Opponent,,,W,L,Streak,Attend.,LOG,Notes,,Dallas Mavericks,DAL,2025-03-11,@,False,0.0
G,,Start (ET),Opponent,,,W,L,Streak,Attend.,LOG,Notes,,Dallas Mavericks,DAL,2025-03-11,,True,1.0
