G,Date,Start (ET),Opponent,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,Result,Team,TeamAbbr,Scraped_Date,Location,Home,gameLocation
34,2025-01-01,7:00p,Washington Wizards,107.0,125.0,15,19,L 1,16298,2:12,,L,Chicago Bulls,CHI,2025-03-11,,True,1.0
35,2025-01-04,8:00p,New York Knicks,139.0,126.0,16,19,W 1,22491,2:23,,W,Chicago Bulls,CHI,2025-03-11,,True,1.0
36,2025-01-06,8:00p,San Antonio Spurs,114.0,110.0,17,19,W 2,18886,2:13,,W,Chicago Bulls,CHI,2025-03-11,@,False,0.0
37,2025-01-08,7:00p,Indiana Pacers,113.0,129.0,17,20,L 1,16758,2:15,,L,Chicago Bulls,CHI,2025-03-11,,True,1.0
38,2025-01-10,8:00p,Washington Wizards,138.0,105.0,18,20,W 1,21391,2:03,,W,Chicago Bulls,CHI,2025-03-11,,True,1.0
39,2025-01-12,3:30p,Sacramento Kings,119.0,124.0,18,21,L 1,18233,2:06,,L,Chicago Bulls,CHI,2025-03-11,,True,1.0
40,2025-01-14,8:00p,New Orleans Pelicans,113.0,119.0,18,22,L 2,17210,2:11,,L,Chicago Bulls,CHI,2025-03-11,,True,1.0
41,2025-01-15,8:00p,Atlanta Hawks,94.0,110.0,18,23,L 3,17692,2:06,,L,Chicago Bulls,CHI,2025-03-11,@,False,0.0
42,2025-01-17,8:00p,Charlotte Hornets,123.0,125.0,18,24,L 4,20598,2:11,,L,Chicago Bulls,CHI,2025-03-11,@,False,0.0
43,2025-01-19,9:00p,Portland Trail Blazers,102.0,113.0,18,25,L 5,16976,2:18,,L,Chicago Bulls,CHI,2025-03-11,@,False,0.0
44,2025-01-20,10:30p,Los Angeles Clippers,112.0,99.0,19,25,W 1,15293,2:15,,W,Chicago Bulls,CHI,2025-03-11,,True,1.0
45,2025-01-23,10:00p,Golden State Warriors,106.0,131.0,19,26,L 1,18064,2:10,,L,Chicago Bulls,CHI,2025-03-11,,True,1.0
46,2025-01-25,8:00p,Philadelphia 76ers,97.0,109.0,19,27,L 2,20153,2:07,,L,Chicago Bulls,CHI,2025-03-11,@,False,0.0
47,2025-01-27,8:00p,Denver Nuggets,129.0,121.0,20,27,W 1,19661,1:59,,W,Chicago Bulls,CHI,2025-03-11,@,False,0.0
48,2025-01-29,7:30p,Boston Celtics,100.0,122.0,20,28,L 1,19156,2:07,,L,Chicago Bulls,CHI,2025-03-11,@,False,0.0
49,2025-01-31,7:30p,Toronto Raptors,122.0,106.0,21,28,W 1,19365,2:06,,W,Chicago Bulls,CHI,2025-03-11,,True,1.0
50,2025-02-02,3:00p,Detroit Pistons,119.0,127.0,21,29,L 1,20062,2:08,,L,Chicago Bulls,CHI,2025-03-11,@,False,0.0
51,2025-02-04,8:00p,Miami Heat,133.0,124.0,22,29,W 1,19389,2:11,,W,Chicago Bulls,CHI,2025-03-11,,True,1.0
52,2025-02-05,8:00p,Minnesota Timberwolves,108.0,127.0,22,30,L 1,18978,2:17,,L,Chicago Bulls,CHI,2025-03-11,,True,1.0
53,2025-02-08,8:00p,Golden State Warriors,111.0,132.0,22,31,L 2,21297,2:22,,L,Chicago Bulls,CHI,2025-03-11,,True,1.0
54,2025-02-11,8:00p,Detroit Pistons,92.0,132.0,22,32,L 3,18321,2:01,,L,Chicago Bulls,CHI,2025-03-11,@,False,0.0
55,2025-02-12,8:00p,Detroit Pistons,110.0,128.0,22,33,L 4,18916,2:20,,L,Chicago Bulls,CHI,2025-03-11,,True,1.0
56,2025-02-20,7:30p,New York Knicks,111.0,113.0,22,34,L 5,19812,2:22,,L,Chicago Bulls,CHI,2025-03-11,@,False,0.0
57,2025-02-22,5:00p,Phoenix Suns,117.0,121.0,22,35,L 6,21116,2:06,,L,Chicago Bulls,CHI,2025-03-11,,True,1.0
58,2025-02-24,7:00p,Philadelphia 76ers,142.0,110.0,23,35,W 1,19765,2:20,,W,Chicago Bulls,CHI,2025-03-11,,True,1.0
59,2025-02-26,8:00p,Los Angeles Clippers,117.0,122.0,23,36,L 1,20356,2:04,,L,Chicago Bulls,CHI,2025-03-11,@,False,0.0
60,2025-02-28,8:00p,Toronto Raptors,125.0,115.0,24,36,W 1,20938,2:34,,W,Chicago Bulls,CHI,2025-03-11,,True,1.0
61,2025-03-02,5:00p,Indiana Pacers,112.0,127.0,24,37,L 1,17028,2:05,,L,Chicago Bulls,CHI,2025-03-11,@,False,0.0
62,2025-03-04,8:00p,Cleveland Cavaliers,117.0,139.0,24,38,L 2,20943,2:21,,L,Chicago Bulls,CHI,2025-03-11,,True,1.0
63,2025-03-06,7:00p,Orlando Magic,125.0,123.0,25,38,W 1,17717,2:37,,W,Chicago Bulls,CHI,2025-03-11,,True,1.0
64,2025-03-08,8:00p,Miami Heat,114.0,109.0,26,38,W 2,19700,2:13,,W,Chicago Bulls,CHI,2025-03-11,@,False,0.0
65,2025-03-10,8:00p,Indiana Pacers,121.0,103.0,27,38,W 3,20697,2:09,,W,Chicago Bulls,CHI,2025-03-11,@,False,0.0
66,2025-03-13,8:00p,Brooklyn Nets,,,,,,,,,,Chicago Bulls,CHI,2025-03-11,@,False,0.0
67,2025-03-15,8:00p,Houston Rockets,,,,,,,,,,Chicago Bulls,CHI,2025-03-11,@,False,0.0
68,2025-03-17,9:00p,Utah Jazz,,,,,,,,,,Chicago Bulls,CHI,2025-03-11,@,False,0.0
69,2025-03-19,10:00p,Phoenix Suns,,,,,,,,,,Chicago Bulls,CHI,2025-03-11,@,False,0.0
70,2025-03-20,10:00p,Sacramento Kings,,,,,,,,,,Chicago Bulls,CHI,2025-03-11,,True,1.0
71,2025-03-22,10:30p,Los Angeles Lakers,,,,,,,,,,Chicago Bulls,CHI,2025-03-11,,True,1.0
72,2025-03-24,9:00p,Denver Nuggets,,,,,,,,,,Chicago Bulls,CHI,2025-03-11,@,False,0.0
73,2025-03-27,8:00p,Los Angeles Lakers,,,,,,,,,,Chicago Bulls,CHI,2025-03-11,,True,1.0
74,2025-03-29,8:00p,Dallas Mavericks,,,,,,,,,,Chicago Bulls,CHI,2025-03-11,,True,1.0
75,2025-03-31,8:00p,Oklahoma City Thunder,,,,,,,,,,Chicago Bulls,CHI,2025-03-11,@,False,0.0
76,2025-04-01,8:00p,Toronto Raptors,,,,,,,,,,Chicago Bulls,CHI,2025-03-11,@,False,0.0
77,2025-04-04,8:00p,Portland Trail Blazers,,,,,,,,,,Chicago Bulls,CHI,2025-03-11,,True,1.0
78,2025-04-06,1:00p,Charlotte Hornets,,,,,,,,,,Chicago Bulls,CHI,2025-03-11,,True,1.0
79,2025-04-08,7:00p,Cleveland Cavaliers,,,,,,,,,,Chicago Bulls,CHI,2025-03-11,@,False,0.0
80,2025-04-09,8:00p,Miami Heat,,,,,,,,,,Chicago Bulls,CHI,2025-03-11,,True,1.0
81,2025-04-11,8:00p,Washington Wizards,,,,,,,,,,Chicago Bulls,CHI,2025-03-11,,True,1.0
82,2025-04-13,1:00p,Philadelphia 76ers,,,,,,,,,,Chicago Bulls,CHI,2025-03-11,,True,1.0
G,,Start (ET),Opponent,,,W,L,Streak,Attend.,LOG,Notes,,Chicago Bulls,CHI,2025-03-11,,True,1.0
G,,Start (ET),Opponent,,,W,L,Streak,Attend.,LOG,Notes,,Chicago Bulls,CHI,2025-03-11,,True,1.0
G,,Start (ET),Opponent,,,W,L,Streak,Attend.,LOG,Notes,,Chicago Bulls,CHI,2025-03-11,@,False,0.0
G,,Start (ET),Opponent,,,W,L,Streak,Attend.,LOG,Notes,,Chicago Bulls,CHI,2025-03-11,,True,1.0
